condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,compute_time_s,r_max_mm,known_z_max_mm
0,0,5,known,3,100.0,300.0,150.0,231.11679325430796,231.0807536539159,4.081349641081273,180.46966790209876,180.44822445374712,2.7819640874600156,1.0,0.0,1.0,0.0,inf,0.0,0.003050314000574872,23000.0,2900.0
0,1,5,known,3,100.0,300.0,150.0,158.09209115839244,157.73810928473875,10.573465189296902,133.3749917979712,133.21259164880095,6.579807240237961,1.0,0.0,1.0,0.0,inf,0.0,0.0017166340003313962,23000.0,2900.0
0,2,5,known,3,100.0,300.0,150.0,346.04236478176983,344.7949786882437,29.355423606771755,268.9657321229424,268.341689648696,18.311271198726985,1.0,0.0,1.0,0.0,inf,0.0,0.0011362010009179357,23000.0,2900.0
0,3,5,known,3,100.0,300.0,150.0,95.98445898357184,76.44560957520046,58.04382088599098,75.15099717014517,65.94054088826712,36.04882027237423,1.0,0.0,1.0,0.0,inf,0.0,0.0009531020004942548,23000.0,2900.0
0,4,5,known,3,100.0,300.0,150.0,346.7761399093987,346.66982427043075,8.586276886493488,273.31907598560764,273.26131871128564,5.618629174057167,1.0,0.0,1.0,0.0,inf,0.0,0.0009994410029321443,23000.0,2900.0
0,5,5,known,3,100.0,300.0,150.0,107.80038063373897,81.91480505945269,70.07771954659245,80.25661221116707,67.43062458292293,43.52280634300321,1.0,0.0,1.0,0.0,inf,0.0,0.0009565690015733708,23000.0,2900.0
0,6,5,known,3,100.0,300.0,150.0,354.8250171758562,351.3436871028238,49.58231889332762,277.3890939029579,275.6683807962731,30.84887753978993,1.0,0.0,1.0,0.0,inf,0.0,0.0017766650016710628,23000.0,2900.0
0,7,5,known,3,100.0,300.0,150.0,151.46754764119518,139.16591745432063,59.79352312362058,128.9992613730756,123.53776846076623,37.13797515392011,1.0,0.0,1.0,0.0,inf,0.0,0.0015216780011542141,23000.0,2900.0
0,8,5,known,3,100.0,300.0,150.0,409.6278157360053,404.4281847715446,65.05990152962214,324.3071701249972,321.7760657012227,40.438893856364096,1.0,0.0,1.0,0.0,inf,0.0,0.0011401720003050286,23000.0,2900.0
0,9,5,known,3,100.0,300.0,150.0,168.82539856857366,166.47009104762893,28.102028190717625,149.47164681102055,148.44834179625738,17.460326982620167,1.0,0.0,1.0,0.0,inf,0.0,0.0009534250020806212,23000.0,2900.0
0,10,5,known,3,100.0,300.0,150.0,138.0733624816727,137.0138538526229,17.072119945907954,122.84262575288902,122.38347421274825,10.611123478780952,1.0,0.0,1.0,0.0,inf,0.0,0.001108321001083823,23000.0,2900.0
0,11,5,known,3,100.0,300.0,150.0,185.25052081219533,158.97746615200634,95.09953058284412,137.675704591828,124.36143673979781,59.06634140413272,1.0,0.0,1.0,0.0,inf,0.0,0.0008675780009070877,23000.0,2900.0
0,12,5,known,3,100.0,300.0,150.0,284.86556462534105,274.47296455457877,76.24291205046758,224.3928492545986,219.33788980885436,47.36075264177994,1.0,0.0,1.0,0.0,inf,0.0,0.0009597440002835356,23000.0,2900.0
0,13,5,known,3,100.0,300.0,150.0,245.96881104044698,241.68733398243302,45.693419625970115,205.098464282632,203.12176909716723,28.406460003512358,1.0,0.0,1.0,0.0,inf,0.0,0.0012425489985616878,23000.0,2900.0
0,14,5,known,3,100.0,300.0,150.0,254.04826574890288,236.53698165397,92.68644798488428,209.9213994083356,201.87423420588252,57.56550610689049,1.0,0.0,1.0,0.0,inf,0.0,0.0009937329996319022,23000.0,2900.0
0,15,5,known,3,100.0,300.0,150.0,245.97123785072782,213.66272444809508,121.86094547161825,198.96095826816386,184.00414965195185,75.683127748846,1.0,0.0,1.0,0.0,inf,0.0,0.000857426999573363,23000.0,2900.0
0,16,5,known,3,100.0,300.0,150.0,117.2915289578634,88.47451076075751,77.00366037350375,89.76995436786422,75.96999567812921,47.82472649031518,1.0,0.0,1.0,0.0,inf,0.0,0.0009989979989768472,23000.0,2900.0
0,17,5,known,3,100.0,300.0,150.0,364.7006715041188,349.6140726274661,103.81030785231324,279.2926467277065,271.742894326404,64.4994720852527,1.0,0.0,1.0,0.0,inf,0.0,0.0009076950009330176,23000.0,2900.0
0,18,5,known,3,100.0,300.0,150.0,100.9883700449471,97.43364531325544,26.558155909360632,77.62301694935805,75.84912165803713,16.499803151086656,1.0,0.0,1.0,0.0,inf,0.0,0.0009478630017838441,23000.0,2900.0
0,19,5,known,3,100.0,300.0,150.0,65.81238165746025,5.296767481713417,65.59888591791687,40.970891359857276,4.334376702182339,40.7409759017234,1.0,0.0,1.0,0.0,inf,0.0,0.0008527980025974102,23000.0,2900.0
0,20,5,known,3,100.0,300.0,150.0,193.3611323452849,189.46494095448563,38.62076709445397,151.95727448143623,150.04894534989145,24.006817098729172,1.0,0.0,1.0,0.0,inf,0.0,0.0010964309985865839,23000.0,2900.0
0,21,5,known,3,100.0,300.0,150.0,277.83291686240267,268.64890223308265,70.84417422223483,217.80995617711665,213.3168637149664,44.01241489270861,1.0,0.0,1.0,0.0,inf,0.0,0.0018971019999298733,23000.0,2900.0
0,22,5,known,3,100.0,300.0,150.0,234.59695614478406,208.9613348563764,106.63438642126214,195.49663076933786,183.93745267767298,66.22647616030636,1.0,0.0,1.0,0.0,inf,0.0,0.0009895900002447888,23000.0,2900.0
0,23,5,known,3,100.0,300.0,150.0,189.07380544560255,185.47074933632447,36.73561005759752,146.0944803718983,144.2990834963778,22.833565145206034,1.0,0.0,1.0,0.0,inf,0.0,0.0010063150002679322,23000.0,2900.0
0,24,5,known,3,100.0,300.0,150.0,307.60754493119936,304.76639315467355,41.711476862978365,251.35359030334135,250.00977676496052,25.956480507082752,1.0,0.0,1.0,0.0,inf,0.0,0.0009366539998154622,23000.0,2900.0
0,25,5,known,3,100.0,300.0,150.0,26.66149917181676,21.822868600515193,15.316590486574807,21.734803791851633,19.54249632614092,9.512756341516202,1.0,0.0,1.0,0.0,inf,0.0,0.0009657959999458399,23000.0,2900.0
0,26,5,known,3,100.0,300.0,150.0,231.33822546986886,225.796765185857,50.33085927292366,197.26530322211383,194.76969484304126,31.27883990913175,1.0,0.0,1.0,0.0,inf,0.0,0.0008764260019233916,23000.0,2900.0
0,27,5,known,3,100.0,300.0,150.0,58.21322105311565,33.31377611247183,47.7385737795654,39.74753360016238,26.473096464050336,29.648635565589235,1.0,0.0,1.0,0.0,inf,0.0,0.0009580730002198834,23000.0,2900.0
0,28,5,known,3,100.0,300.0,150.0,49.81649281603861,47.48062075735691,15.075596471996537,38.76192677340868,37.61341588541644,9.365784143241799,1.0,0.0,1.0,0.0,inf,0.0,0.0012002399998891633,23000.0,2900.0
0,29,5,known,3,100.0,300.0,150.0,128.77758325525878,57.35348197389257,115.30066805762874,84.56215747349192,44.975471538638566,71.60981382777612,1.0,0.0,1.0,0.0,inf,0.0,0.0009266189990739804,23000.0,2900.0
0,30,5,known,3,100.0,300.0,150.0,143.59000695566715,139.6335302153008,33.47487620800437,113.6081488382471,111.68725977086847,20.80306437349692,1.0,0.0,1.0,0.0,inf,0.0,0.000966663003055146,23000.0,2900.0
0,31,5,known,3,100.0,300.0,150.0,320.33660574925125,319.84252848047026,17.784767588326734,265.9698876127517,265.7354847002379,11.163927976718655,1.0,0.0,1.0,0.0,inf,0.0,0.0011245859968767036,23000.0,2900.0
0,32,5,known,3,100.0,300.0,150.0,156.4887621077187,154.1298282271657,27.068962238522836,127.77742867121124,126.66582329367004,16.817862146040806,1.0,0.0,1.0,0.0,inf,0.0,0.0011306119995424524,23000.0,2900.0
0,33,5,known,3,100.0,300.0,150.0,244.08180566084928,243.87388932404394,10.072435684805974,203.58853018684846,203.49116808899876,6.295564582796416,1.0,0.0,1.0,0.0,inf,0.0,0.0010445469997648615,23000.0,2900.0
0,34,5,known,3,100.0,300.0,150.0,112.198506666421,111.70043022203956,10.560245564672634,87.72082702772225,87.47400361138891,6.575879152043969,1.0,0.0,1.0,0.0,inf,0.0,0.0020244799998181406,23000.0,2900.0
0,35,5,known,3,100.0,300.0,150.0,78.11076588854364,77.80266941428327,6.930828212170854,66.18163746354193,66.04045160798351,4.320635227519814,1.0,0.0,1.0,0.0,inf,0.0,0.0014451409988396335,23000.0,2900.0
0,36,5,known,3,100.0,300.0,150.0,143.84098707961135,134.58759785138454,50.75833004178642,120.76260591346768,116.57521741561517,31.52500073772486,1.0,0.0,1.0,0.0,inf,0.0,0.0011398429996916093,23000.0,2900.0
0,37,5,known,3,100.0,300.0,150.0,227.31641006698774,216.70087733112564,68.65478897836165,173.8928965467275,168.58177637836357,42.6488469073467,1.0,0.0,1.0,0.0,inf,0.0,0.0011647780011116993,23000.0,2900.0
0,38,5,known,3,100.0,300.0,150.0,295.90730633147416,294.59997290758565,27.78470628239008,262.07509307311,261.5050198495306,17.276544873784477,1.0,0.0,1.0,0.0,inf,0.0,0.000912255000002915,23000.0,2900.0
0,39,5,known,3,100.0,300.0,150.0,162.2809898404683,146.8299640219063,69.1091985840371,137.90313697180846,131.05340407474125,42.92179477943529,1.0,0.0,1.0,0.0,inf,0.0,0.0009389999977429397,23000.0,2900.0
0,40,5,known,3,100.0,300.0,150.0,110.52885169183863,43.331830851659376,101.68077247621419,73.57368657804876,37.75247158392811,63.14933290217444,1.0,0.0,1.0,0.0,inf,0.0,0.0017527849995531142,23000.0,2900.0
0,41,5,known,3,100.0,300.0,150.0,269.4174874956866,263.5397230089289,55.96960751037562,226.22476230068582,223.53688497212755,34.76929874126899,1.0,0.0,1.0,0.0,inf,0.0,0.0012910159966850188,23000.0,2900.0
0,42,5,known,3,100.0,300.0,150.0,76.38115073499083,71.80665067841265,26.036226799400257,61.773900070752084,59.61883087616919,16.17435423471367,1.0,0.0,1.0,0.0,inf,0.0,0.0010466029998497106,23000.0,2900.0
0,43,5,known,3,100.0,300.0,150.0,251.96454509428804,251.8659553839133,7.047872240619707,200.41943695183602,200.36749805015515,4.562502954743891,1.0,0.0,1.0,0.0,inf,0.0,0.0009871270012808964,23000.0,2900.0
0,44,5,known,3,100.0,300.0,150.0,239.93205290166742,239.86401399969253,5.71356259822518,186.96725136988647,186.92984813992476,3.7396469345358994,1.0,0.0,1.0,0.0,inf,0.0,0.0009620640012144577,23000.0,2900.0
0,45,5,known,3,100.0,300.0,150.0,80.42444804285788,78.54165182827508,17.300311300215377,64.92793468254736,64.03224801577,10.747460918191587,1.0,0.0,1.0,0.0,inf,0.0,0.0012523449986474589,23000.0,2900.0
0,46,5,known,3,100.0,300.0,150.0,348.3263047463122,347.9440613565633,16.31394326706017,283.8904452166579,283.7038403711124,10.291542352563024,1.0,0.0,1.0,0.0,inf,0.0,0.0011317419994156808,23000.0,2900.0
0,47,5,known,3,100.0,300.0,150.0,98.80045699200946,67.29140928191953,72.34221823170137,71.02608483839664,55.009387583482926,44.92963393086206,1.0,0.0,1.0,0.0,inf,0.0,0.0019140639997203834,23000.0,2900.0
0,48,5,known,3,100.0,300.0,150.0,242.78593834604362,242.7233124753709,5.514112762025748,194.30971424314157,194.27557298621085,3.6423605163134725,1.0,0.0,1.0,0.0,inf,0.0,0.0009805539993976709,23000.0,2900.0
0,49,5,known,3,100.0,300.0,150.0,87.45412891056391,82.53919411464811,28.90512235590726,66.73565361074745,64.27472592614183,17.955697423743285,1.0,0.0,1.0,0.0,inf,0.0,0.0010254609987896401,23000.0,2900.0
0,50,5,known,3,100.0,300.0,150.0,422.51078566839925,405.8882329336209,117.34609653563562,333.8633563528763,325.80767838228246,72.89785608887838,1.0,0.0,1.0,0.0,inf,0.0,0.0008616039995104074,23000.0,2900.0
0,51,5,known,3,100.0,300.0,150.0,162.16420967199238,161.17345728184748,17.898255958567393,138.9463694250219,138.50049681012098,11.122318092211401,1.0,0.0,1.0,0.0,inf,0.0,0.0010171600006287917,23000.0,2900.0
0,52,5,known,3,100.0,300.0,150.0,237.1867214967089,234.78777042806752,33.64882927791726,190.02301399517947,188.86865930406708,20.913521475266037,1.0,0.0,1.0,0.0,inf,0.0,0.0008777729999565054,23000.0,2900.0
0,53,5,known,3,100.0,300.0,150.0,347.7392921195595,346.01772547403476,34.559353894247444,274.90541287449,274.0610396436014,21.52980671446421,1.0,0.0,1.0,0.0,inf,0.0,0.0009501749991613906,23000.0,2900.0
0,54,5,known,3,100.0,300.0,150.0,216.302396557827,174.88473568400542,127.28729701504,169.7264030558711,150.18854991278633,79.05979616327436,1.0,0.0,1.0,0.0,inf,0.0,0.0010709989983297419,23000.0,2900.0
0,55,5,known,3,100.0,300.0,150.0,84.22934813850962,68.36407253044698,49.20301489634592,66.30695229265807,58.84466371945552,30.56006338483329,1.0,0.0,1.0,0.0,inf,0.0,0.0009734810009831563,23000.0,2900.0
0,56,5,known,3,100.0,300.0,150.0,173.05323215639362,165.4045756439823,50.8797358071836,145.97159600380417,142.50792188250685,31.61010978511691,1.0,0.0,1.0,0.0,inf,0.0,0.0009427420009160414,23000.0,2900.0
0,57,5,known,3,100.0,300.0,150.0,197.69040900822628,160.0211020816778,116.080768012643,147.9047656898282,129.14431599521987,72.09414234103751,1.0,0.0,1.0,0.0,inf,0.0,0.0009566449989506509,23000.0,2900.0
0,58,5,known,3,100.0,300.0,150.0,125.53648790962063,104.51706005504944,69.53843508543684,101.85302267902723,92.24350587199069,43.18765857624667,1.0,0.0,1.0,0.0,inf,0.0,0.0009686729972600006,23000.0,2900.0
0,59,5,known,3,100.0,300.0,150.0,141.02344335790127,120.75147097747343,72.84705782181993,111.72989314617102,102.15940824246597,45.24405297941344,1.0,0.0,1.0,0.0,inf,0.0,0.0008624430010968354,23000.0,2900.0
0,60,5,known,3,100.0,300.0,150.0,189.00274505529288,188.11541612654216,18.292836138060395,156.5940521739533,156.18035296830485,11.375171337369673,1.0,0.0,1.0,0.0,inf,0.0,0.0008434410010522697,23000.0,2900.0
0,61,5,known,3,100.0,300.0,150.0,93.59046107060163,91.29119436319547,20.617765037682123,82.27406496165895,81.27107616118687,12.807573732672447,1.0,0.0,1.0,0.0,inf,0.0,0.0009488579999015201,23000.0,2900.0
0,62,5,known,3,100.0,300.0,150.0,177.40647009833748,163.29274024631582,69.34361265179032,138.4835134881121,131.61567995305558,43.069667963741736,1.0,0.0,1.0,0.0,inf,0.0,0.0014211060006346088,23000.0,2900.0
0,63,5,known,3,100.0,300.0,150.0,193.35195848544336,192.9915256810124,11.800460392363966,172.76276347794087,172.606035818665,7.357230695083214,1.0,0.0,1.0,0.0,inf,0.0,0.001481843999499688,23000.0,2900.0
0,64,5,known,3,100.0,300.0,150.0,240.613363151479,228.9215591965239,74.09257899478142,198.12858054854547,192.70945653736658,46.02173172811178,1.0,0.0,1.0,0.0,inf,0.0,0.0009723680013848934,23000.0,2900.0
0,65,5,known,3,100.0,300.0,150.0,133.91196575089572,126.16189995491864,44.89531791884505,102.14879583001597,98.26798531926198,27.888699338900707,1.0,0.0,1.0,0.0,inf,0.0,0.0009535419994790573,23000.0,2900.0
0,66,5,known,3,100.0,300.0,150.0,190.1914235501293,145.04412669532076,123.02430208384199,138.87120824944176,115.96253544472401,76.40617026059445,1.0,0.0,1.0,0.0,inf,0.0,0.0008571149992349092,23000.0,2900.0
0,67,5,known,3,100.0,300.0,150.0,107.47969980231365,78.08754409927279,73.85270019531842,76.87318156095522,61.688825575662776,45.86910553301688,1.0,0.0,1.0,0.0,inf,0.0,0.0009336170005553868,23000.0,2900.0
0,68,5,known,3,100.0,300.0,150.0,160.85383111344981,160.75346963510444,5.681283670948266,132.22634350371308,132.1783231985329,3.563255924868532,1.0,0.0,1.0,0.0,inf,0.0,0.000986260001809569,23000.0,2900.0
0,69,5,known,3,100.0,300.0,150.0,176.51072343238582,158.26224533119384,78.16071384879494,148.88881190092764,140.7527787404945,48.54414059491844,1.0,0.0,1.0,0.0,inf,0.0,0.000985309001407586,23000.0,2900.0
0,70,5,known,3,100.0,300.0,150.0,219.05359863169576,215.35812955134247,40.0668829539218,192.90511304084114,191.29134811949385,24.899854857535203,1.0,0.0,1.0,0.0,inf,0.0,0.0008542569994460791,23000.0,2900.0
0,71,5,known,3,100.0,300.0,150.0,36.776015011511355,34.12323339068691,13.714234323928487,31.518664304555152,30.34579336407172,8.518158524487545,1.0,0.0,1.0,0.0,inf,0.0,0.0009389439983351622,23000.0,2900.0
0,72,5,known,3,100.0,300.0,150.0,97.4586164546266,84.53665372907136,48.49470174710943,74.13269519853966,67.73729723266997,30.12167095319427,1.0,0.0,1.0,0.0,inf,0.0,0.0013302650004334282,23000.0,2900.0
0,73,5,known,3,100.0,300.0,150.0,304.10058692975366,302.5555329140268,30.615624673194105,264.81259833443437,264.12544346642926,19.064688570667816,1.0,0.0,1.0,0.0,inf,0.0,0.0011399150025681593,23000.0,2900.0
0,74,5,known,3,100.0,300.0,150.0,112.66824209446861,110.17450909206192,23.573508923810127,91.44624658243312,90.26484574359695,14.65174518273536,1.0,0.0,1.0,0.0,inf,0.0,0.0009179770022456069,23000.0,2900.0
0,75,5,known,3,100.0,300.0,150.0,198.36467881699383,134.29852325668168,145.98785036174638,150.61957892082611,120.2740244998381,90.66651302933903,1.0,0.0,1.0,0.0,inf,0.0,0.0010136980017705355,23000.0,2900.0
0,76,5,known,3,100.0,300.0,150.0,289.0380188608239,274.535306310503,90.4065370202193,226.34061178784057,219.26291858792376,56.15910502135414,1.0,0.0,1.0,0.0,inf,0.0,0.0013571680028690025,23000.0,2900.0
0,77,5,known,3,100.0,300.0,150.0,108.35604324037479,107.78303021071002,11.128814191419613,86.40681494627553,86.1290375500124,6.9229011164727785,1.0,0.0,1.0,0.0,inf,0.0,0.001227934997586999,23000.0,2900.0
0,78,5,known,3,100.0,300.0,150.0,225.3640168530073,225.09505571105024,11.007088014627131,175.93715976321255,175.80164178091997,6.90412432385715,1.0,0.0,1.0,0.0,inf,0.0,0.0010099210012413096,23000.0,2900.0
0,79,5,known,3,100.0,300.0,150.0,190.1315750251294,148.20662910541034,119.10000382345812,142.3180812250372,121.58563732739732,73.9687031065632,1.0,0.0,1.0,0.0,inf,0.0,0.0009192240031552501,23000.0,2900.0
0,80,5,known,3,100.0,300.0,150.0,285.53752201285226,269.3291737516168,94.83392137580054,217.65662486266658,209.5333672442166,58.90818583106945,1.0,0.0,1.0,0.0,inf,0.0,0.0009404869997524656,23000.0,2900.0
0,81,5,known,3,100.0,300.0,150.0,222.24819234973327,202.66298277799442,91.22485633998213,180.15728830808382,171.01500218919503,56.661429180278006,1.0,0.0,1.0,0.0,inf,0.0,0.000898987000255147,23000.0,2900.0
0,82,5,known,3,100.0,300.0,150.0,310.10286612799814,298.0336086977801,85.67237400339529,246.38815813893385,240.57072398189382,53.2245360141706,1.0,0.0,1.0,0.0,inf,0.0,0.0009521129977656528,23000.0,2900.0
0,83,5,known,3,100.0,300.0,150.0,100.18608931031949,96.63860809048116,26.424078368596042,87.76010580051775,86.21171748820946,16.4126761331365,1.0,0.0,1.0,0.0,inf,0.0,0.0009301110003434587,23000.0,2900.0
0,84,5,known,3,100.0,300.0,150.0,76.56750052470382,73.80931633559793,20.365828209826294,66.8503463605019,65.64263144937883,12.649653944677311,1.0,0.0,1.0,0.0,inf,0.0,0.0009766000002855435,23000.0,2900.0
0,85,5,known,3,100.0,300.0,150.0,200.94611839643014,183.5636672521155,81.75403698623533,154.29827396868097,145.70290730527347,50.780115719689114,1.0,0.0,1.0,0.0,inf,0.0,0.0009881579971988685,23000.0,2900.0
0,86,5,known,3,100.0,300.0,150.0,251.6397732013798,250.57141042773839,23.163413675357532,196.18880055933263,195.6575299569308,14.42832062515663,1.0,0.0,1.0,0.0,inf,0.0,0.0009356990012747701,23000.0,2900.0
