condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,compute_time_s,r_max_mm,known_z_max_mm,height_pattern,unknown_z_std_mm
0,0,8,known,3,100.0,300.0,150.0,2187.1588681645044,105.98986925580871,2184.5892204727575,1798.9492754079242,69.30643605890295,1797.6137275320048,1.0,1.0,37.0,1261.1001536509295,200.29421213632656,65.92293515030529,0.05075070005841553,150000.0,1500.0,,0.0
0,1,8,known,3,100.0,300.0,150.0,1810.1748654760784,80.7822977638237,1808.371439712908,1638.0552240157263,66.13429000817978,1636.719637754226,1.0,1.0,40.0,1057.3030105368964,238.81356532918883,99.75987233602477,0.046096500009298325,150000.0,1500.0,,0.0
0,2,8,known,3,100.0,300.0,150.0,106.60629698199969,50.387708049493064,93.94669463974435,74.44009496082617,43.70786251252992,60.25736878061139,1.0,1.0,189.0,0.2693196891987877,932741.585332517,81.65708591297243,0.4285653999540955,150000.0,1500.0,,0.0
0,3,8,known,3,100.0,300.0,150.0,1391.898497857651,70.50804640202617,1390.1115220481252,1173.9742006138874,42.86071510738176,1173.1915371359871,1.0,1.0,83.0,788.1465835871065,320.4489730579426,73.60869931343203,0.09566210000775754,150000.0,1500.0,,0.0
0,4,8,known,3,100.0,300.0,150.0,2063.460348589861,66.8844130779886,2062.3760776080107,1347.6040165132806,52.31620519932205,1346.5881330222203,1.0,1.0,43.0,1247.5915190127726,202.72407448514673,78.90572842010101,0.04261240002233535,150000.0,1500.0,,0.0
0,5,8,known,3,100.0,300.0,150.0,2251.6283603867855,97.6623828398921,2249.509353676068,1427.5308084361652,53.53067992268353,1426.5267874601677,1.0,1.0,35.0,1346.8651720254427,187.5966359570191,87.29271019680144,0.022225099964998662,150000.0,1500.0,,0.0
0,6,8,known,3,100.0,300.0,150.0,2988.9433460451223,89.24410309250632,2987.610720279773,1319.4243046823883,58.24013706551246,1318.138301628928,1.0,1.0,33.0,1732.879231595913,145.1444596922532,61.64065042007241,0.031072699930518866,150000.0,1500.0,,0.0
0,7,8,known,3,100.0,300.0,150.0,3115.8797637863227,100.23633165177192,3114.2670695028883,1379.1494944429573,31.029236263991876,1378.8003896573057,1.0,1.0,84.0,1814.442120794327,139.32196455960317,67.23795345434925,0.0809657999780029,150000.0,1500.0,,0.0
0,8,8,known,3,100.0,300.0,150.0,1349.86240468895,76.35087385517306,1347.7013970661994,1187.169007233288,47.386278025580026,1186.2229100764127,1.0,1.0,62.0,826.3362759104425,305.87260895539026,95.8908885634958,0.07981469994410872,150000.0,1500.0,,0.0
0,9,8,known,3,100.0,300.0,150.0,3799.038842187847,173.6659442621479,3795.0673596466654,1514.5257192414128,71.61989145771425,1512.8313671362398,1.0,1.0,76.0,2250.4302973114236,112.23724087057549,69.44399011214972,0.10568359994795173,150000.0,1500.0,,0.0
0,10,8,known,3,100.0,300.0,150.0,2708.376270604596,102.97164104402196,2706.418087494015,1084.760194217428,43.78520201885339,1083.876162226479,1.0,1.0,50.0,1634.9839095595933,154.50931779096547,66.59400431343093,0.04651250003371388,150000.0,1500.0,,0.0
0,11,8,known,3,100.0,300.0,150.0,2384.3467966084204,101.84520028162451,2382.170691129507,1031.7374388028486,40.75228799509259,1030.9322934366867,1.0,1.0,48.0,1425.588266592806,177.37496494936622,73.74087224450719,0.03984219999983907,150000.0,1500.0,,0.0
0,12,8,known,3,100.0,300.0,150.0,1007.569884325532,41.014908217559125,1006.73474614899,326.2607409620645,37.245008543109876,324.12787666558245,1.0,1.0,416.0,587.377833569097,429.9937210928969,63.04308919905732,0.44246149994432926,150000.0,1500.0,,0.0
