condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,tag_positionable,tag_total,rmse_tag_mm,rmse_tag_h_mm,rmse_tag_v_mm,rmse_tag_trueanchor_mm,delta_rmse_tag_mm,delta_rmse_tag_h_mm,delta_rmse_tag_v_mm,coverage,coverage_100mm,pdop_true,pdop_est,vdop_true,vdop_est,pdop_overconfidence,compute_time_s,r_max_mm,known_z_max_mm,height_pattern,unknown_z_std_mm
0,0,8,known,3,100.0,300.0,150.0,2555.8399468235,117.29916385743716,2553.1468308613,1739.6971325903257,69.19210018125919,1738.3206166917275,1.0,1.0,29.0,1301.2970281549456,194.10737008518453,64.9648618792743,882.0,882.0,2449.6996548281218,119.37342838673801,2446.789403169021,5514.2792921355485,-3064.5796373074268,4.460354201553557,-3066.292411665241,0.049886621315192746,0.012471655328798186,11.82151237126152,7.652406273550666,11.800100890060442,7.6146729703929275,3.2012148430946774,0.7017044998938218,150000.0,2900.0,H0,0.0
0,1,8,known,3,100.0,300.0,150.0,2048.7028052811584,104.10139134693249,2046.056227156654,1612.5353694062985,67.51081782433054,1611.1215370241305,1.0,1.0,30.0,1099.6277347070493,229.62295279610336,97.70774023645578,882.0,882.0,2280.1996366138023,115.25373580924644,2277.284997358857,5788.308244953164,-3508.1086083393616,2.921944953414055,-3509.9331519211487,0.049886621315192746,0.01927437641723356,11.818631200188214,8.293301551640878,11.794642455263054,8.26026627526273,2.7494473972945688,0.4559095000149682,150000.0,2900.0,H0,0.0
0,2,8,known,3,100.0,300.0,150.0,1441.3123208028012,54.182686580336124,1440.29352653301,357.3948233418622,43.51780768452313,354.7354791473412,1.0,1.0,212.0,327.5383631751256,766.9481182679853,80.85189770674553,882.0,882.0,11502.80441233349,269.12998809187405,11499.655577360065,5770.513152821174,5732.291259512315,150.94833574848832,5730.352747387317,0.01473922902494331,0.0022675736961451248,11.979745217768414,8.552510597708167,11.956815208240377,8.519842367479743,13.449623102970394,0.6638803000096232,150000.0,2900.0,H0,0.0
0,3,8,known,3,100.0,300.0,150.0,1169.5529368280727,68.34469124797212,1167.5543136066044,1138.7410151786232,42.036116730222254,1137.964878430035,1.0,1.0,40.0,1314.91326048,192.07351391083222,73.39813226337355,882.0,882.0,2172.1131483459935,121.85037504795758,2168.6926972990473,5607.148712561263,-3435.0355642152695,9.024776236806971,-3437.320776554751,0.07029478458049887,0.02040816326530612,11.288047686776848,9.449993747292135,11.265628969266618,9.41958761368129,2.298533952965213,0.4978001000126824,150000.0,2900.0,H0,0.0
0,4,8,known,3,100.0,300.0,150.0,3113.1819569721906,105.67163544727262,3111.388018662908,1371.7355247890962,56.07453943827587,1370.5889230528612,1.0,1.0,46.0,1249.920255546313,202.34642919607194,79.08996256084221,882.0,882.0,3871.583198831616,148.03553449893664,3868.7519881740754,5903.2979713205405,-2031.7147724889246,29.705795702056406,-2033.3599229229576,0.026077097505668934,0.005668934240362812,11.960376382381156,6.1119371737574015,11.938941836134255,6.0648627357922225,6.3344617079097105,0.49606249993667006,150000.0,2900.0,H0,0.0
0,5,8,known,3,100.0,300.0,150.0,3522.4432017147196,172.98737522350828,3518.1929278138696,1463.8432496273438,57.034594892239156,1462.73173017646,1.0,1.0,39.0,1393.1623057524419,181.36410086948808,86.25643257864105,882.0,882.0,4266.380770247241,171.6418644690816,4262.926687980574,6127.420514687007,-1861.0397444397659,56.197589976190855,-1863.4062105235553,0.017006802721088437,0.0045351473922902496,11.422563337873164,5.432835076306759,11.399779347399814,5.375717899196492,7.852954691839324,0.45878470002207905,150000.0,2900.0,H0,0.0
0,6,8,known,3,100.0,300.0,150.0,1913.3165527494602,107.03941930585097,1910.3200762541717,1249.4246374688346,64.65231043130314,1247.7507777877854,1.0,1.0,26.0,1994.9305409412323,126.08972190408743,61.50847687512398,882.0,882.0,2632.7292446353167,132.38025700710338,2629.39893190683,5789.788086083925,-3157.0588414486083,18.07404126023046,-3159.2606858977083,0.047619047619047616,0.009070294784580499,11.345938486828082,9.386251444807273,11.323305940304845,9.354973556851935,2.804878241453688,0.3966058000223711,150000.0,2900.0,H0,0.0
0,7,8,known,3,100.0,300.0,150.0,1990.6777106978996,54.538486762884325,1989.9304765069169,1215.632377928029,31.548607373844103,1215.2229275485734,1.0,1.0,40.0,2056.556588966564,122.91987736911605,66.75220806205549,882.0,882.0,2163.0300083473007,129.4326409798294,2159.1540029511348,6215.00115727361,-4051.9711489263095,10.393945731831124,-4054.7070490797173,0.061224489795918366,0.017006802721088437,11.566695456143204,9.321613039324816,11.544649309400086,9.287198421519548,2.320446042141193,0.48203250009100884,150000.0,2900.0,H0,0.0
0,8,8,known,3,100.0,300.0,150.0,2312.1492555317022,68.96159141523187,2311.1206110381354,1216.601717926525,43.90226292379821,1215.8093318328913,1.0,1.0,82.0,848.4655317980776,297.8990443614374,94.31898745442277,882.0,882.0,3063.0781751233835,122.06927553120784,3060.644866509096,6164.453990981747,-3101.3758158583632,6.033744076372969,-3102.716940359846,0.03741496598639456,0.007936507936507936,11.414623016809772,6.155448281708402,11.392236754133874,6.10859098460405,4.976206500224623,0.5189694999717176,150000.0,2900.0,H0,0.0
0,9,8,known,3,100.0,300.0,150.0,2837.844917396262,140.0826914196075,2834.385403355803,1610.1588241646223,71.93439652978758,1608.5511747007286,1.0,1.0,45.0,2406.794009934612,104.94607934832163,68.05710284230504,882.0,882.0,2585.878952658804,148.5748016891869,2581.607151777127,5893.5808790472665,-3307.7019263884627,31.205421355793405,-3310.804918541081,0.06462585034013606,0.017006802721088437,11.880307575002439,9.259308137584483,11.858897357300958,9.216245904337708,2.792734526419372,0.46522329992149025,150000.0,2900.0,H0,0.0
0,10,8,known,3,100.0,300.0,150.0,1649.9181085360829,68.44093764119485,1648.49798390234,984.9659176776822,40.06592141146693,984.150690152727,1.0,1.0,30.0,1862.9606496493277,135.6021255274623,66.5494618713808,882.0,882.0,2675.671217863789,123.92036743808436,2672.800068961145,7079.859255813328,-4404.188037949539,-0.5825170741887007,-4405.964379293491,0.05328798185941043,0.02040816326530612,11.543389083863035,11.200172775472321,11.5213209158884,11.169843501256599,2.3889553058711215,0.457341399975121,150000.0,2900.0,H0,0.0
0,11,8,known,3,100.0,300.0,150.0,1288.8302066188512,71.06853399121725,1286.8692882222072,1040.4287218655227,45.99499716853365,1039.4115573333752,1.0,1.0,49.0,1644.686218336615,153.747180589529,72.78426853771377,882.0,882.0,2702.1569342851826,123.29430706014357,2699.34262577985,6123.145629413333,-3420.9886951281505,-1.2524435751710712,-3422.5362121186745,0.048752834467120185,0.011337868480725623,12.756131281927168,11.2096776898906,12.735895689116187,11.183040234937833,2.410557206941027,0.5866875000065193,150000.0,2900.0,H0,0.0
0,12,8,known,3,100.0,300.0,150.0,722.5499897815843,45.55567675492515,721.1124517360439,538.8504805528178,37.88054869192224,537.5173526713362,1.0,1.0,80.0,996.5784598645594,253.4363962053614,61.5242654831025,882.0,882.0,5941.371047942422,145.28432425940366,5939.59446380415,6593.1486700328205,-651.7776220903988,20.087644672626098,-652.3654250738155,0.022675736961451247,0.006802721088435374,11.835385726232309,12.527527074632623,11.813735224635211,12.50574851422966,4.742652729901728,0.518254499998875,150000.0,2900.0,H0,0.0
0,13,8,known,3,100.0,300.0,150.0,1259.6603157837142,26.48717299832627,1259.3818089947479,1035.4703093762428,28.625865900083205,1035.0745487167592,1.0,1.0,92.0,876.5861112888977,289.19677534690896,93.56203528453494,882.0,882.0,3247.590562704845,112.51469396425185,3245.640908451165,5863.028074201082,-2615.4375114962368,-3.415454494228001,-2616.240905399097,0.034013605442176874,0.003401360544217687,11.134234406956056,7.999620779793547,11.11151874851566,7.964823071505656,4.0596806424974785,0.4628620999865234,150000.0,2900.0,H0,0.0
0,14,8,known,3,100.0,300.0,150.0,1689.0191590187103,127.24733742985664,1684.2190577977924,1067.4721531893424,79.38477981803815,1064.5162537828778,1.0,1.0,42.0,980.5935280504006,258.13723131798776,90.86154429727254,882.0,882.0,3159.8081030742865,124.82985652551974,3157.341406179214,5845.988050575392,-2686.1799475011053,5.737533135166387,-2687.4334659591264,0.03854875283446712,0.015873015873015872,11.758183754129695,7.751628034411738,11.736606983182238,7.715866024013737,4.076315438572357,0.5159230000572279,150000.0,2900.0,H0,0.0
0,15,8,known,3,100.0,300.0,150.0,1243.1855804396812,56.33574427555945,1241.9084794501025,916.1299236608951,34.402641465206734,915.4837493299015,1.0,1.0,74.0,1478.9768398710303,170.3283675094979,83.87741092642155,882.0,882.0,2797.577457834218,116.92265788732203,2795.13304238899,5751.983225635319,-2954.4057678011013,3.497546845032332,-2955.731742334707,0.04421768707482993,0.011337868480725623,11.70127260555941,10.405823985048135,11.6778807536022,10.372931507373965,2.6884727839467457,0.5080134000163525,150000.0,2900.0,H0,0.0
0,16,8,known,3,100.0,300.0,150.0,4096.697587880316,204.2713142582578,4091.60168598015,1554.2230318268023,65.0705222260449,1552.8602834119129,1.0,1.0,87.0,1652.364924470124,151.83709601960987,64.57970513049034,882.0,882.0,4192.345857683519,197.1838163546355,4187.706094391533,6258.024559397156,-2065.6787017136367,78.87070713122242,-2069.199961655966,0.030612244897959183,0.01020408163265306,11.647276453038428,5.0510548584601604,11.625428298764549,4.987600049059934,8.299941250215557,0.5284391000168398,150000.0,2900.0,H0,0.0
0,17,8,known,3,100.0,300.0,150.0,1825.0091497279088,53.4894849025691,1824.2251153833627,1585.9273260133293,49.89014367380081,1585.142409047211,1.0,1.0,41.0,1849.4539551626629,137.0389362863627,107.30014848342,882.0,882.0,2331.883818179009,116.82487458725937,2328.9555792592487,5873.851992196177,-3541.968174017168,1.90383181855411,-3543.7720987585176,0.046485260770975055,0.01473922902494331,11.676898484735162,8.97972532403199,11.655056708149363,8.947355021638444,2.5968320121533166,0.4324739999137819,150000.0,2900.0,H0,0.0
0,18,8,known,3,100.0,300.0,150.0,2877.317910068429,98.91180374272632,2875.6172921098023,918.3220203587558,32.961876768236344,917.7302696085069,1.0,1.0,62.0,2703.4215311664598,93.37255437744405,91.06013326053902,882.0,882.0,2697.95718510485,160.20245542824694,2693.1966407846357,5903.248944385509,-3205.2917592806593,42.09991119186874,-3208.870784146523,0.03968253968253968,0.012471655328798186,11.495674006791731,9.22061967281807,11.472289863283187,9.186435542357406,2.926004195854964,0.5005095000378788,150000.0,2900.0,H0,0.0
0,19,8,known,3,100.0,300.0,150.0,2451.181210781636,144.67777630932247,2446.9077769975547,1099.6959522209481,89.15576701105024,1096.0759264484414,1.0,1.0,61.0,2418.7109208693855,104.22083859420954,65.37143953674867,882.0,882.0,2811.298146765624,150.08181204904042,2807.2892119801104,5909.5753812294615,-3098.2772344638374,34.482029584059575,-3101.15541217669,0.048752834467120185,0.011337868480725623,11.522114542073885,9.708921247173404,11.499988297894946,9.669607670818213,2.8955823980795894,0.4525963000487536,150000.0,2900.0,H0,0.0
0,20,8,known,3,100.0,300.0,150.0,1382.197836785722,54.747192809236935,1381.113175990526,1077.1465413973515,39.08324160218686,1076.437258677969,1.0,1.0,29.0,1233.3601415806897,205.2413357763547,70.56667416869324,882.0,882.0,3854.28830934247,136.73849466074864,3851.8620114967703,5873.882001406154,-2019.593692063684,14.618385091994142,-2020.750392304632,0.03968253968253968,0.011337868480725623,11.539202868149037,11.261733973872749,11.517252554991622,11.2316584374652,3.422464354320949,0.3417446000967175,150000.0,2900.0,H0,0.0
0,21,8,known,3,100.0,300.0,150.0,2933.1928104676576,86.02585531376889,2931.931038683668,1120.1110520945213,48.514164603492176,1119.0599380091849,1.0,1.0,30.0,2663.4990055912363,94.72204678969774,76.46699108173777,882.0,882.0,2702.7840078987615,151.79485691562394,2698.5180590033597,6497.206133815274,-3794.422125916513,33.79371395388978,-3797.616428177963,0.03968253968253968,0.007936507936507936,11.136633303951605,8.61721830862621,11.113984320578822,8.579525145247258,3.13649244001763,0.45179319998715073,150000.0,2900.0,H0,0.0
0,22,8,known,3,100.0,300.0,150.0,922.6422135711425,83.74914561262543,918.8333553330621,614.1450428710029,58.71700197745108,611.3316999484044,1.0,1.0,173.0,1335.1543627168753,189.00428166792204,85.39549835335922,882.0,882.0,4775.6803797865,139.186783568383,4773.651655615188,6058.706627646744,-1283.0262478602435,22.430641585812225,-1283.929875259978,0.026077097505668934,0.009070294784580499,11.894208816931265,14.25266862303798,11.872791241361186,14.232113599115635,3.350727155802319,0.5401535000419244,150000.0,2900.0,H0,0.0
0,23,8,known,3,100.0,300.0,150.0,420.14511523483947,53.86909208243944,416.67737972430206,346.91106083418117,35.36758301434737,345.1034891171346,1.0,1.0,175.0,1081.2051422207317,233.39883797625887,93.03873107810658,882.0,882.0,4966.045041545671,107.43662782495883,4964.882750444561,6339.758983548477,-1373.713942002806,-10.243979018023964,-1373.7839267247546,0.031746031746031744,0.01020408163265306,12.359580515222568,11.143119564156933,12.338668695029135,11.120406423297421,4.456602132781111,0.6803882999811321,150000.0,2900.0,H0,0.0
