condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,tag_positionable,tag_total,rmse_tag_mm,rmse_tag_h_mm,rmse_tag_v_mm,rmse_tag_trueanchor_mm,delta_rmse_tag_mm,delta_rmse_tag_h_mm,delta_rmse_tag_v_mm,coverage,coverage_100mm,pdop_true,pdop_est,vdop_true,vdop_est,pdop_overconfidence,compute_time_s,r_max_mm,known_z_max_mm
0,0,8,known,2,100.0,300.0,150.0,145.2348491530308,78.8013629004414,121.9979779075725,79.67559898691476,54.29818967462809,58.30872723685335,1.0,1.0,5.0,76080.57182097294,3.320889118973746,87.98061724405574,882.0,882.0,6147.3852832515995,120.91837724479707,6146.195942758645,5514.2792921355485,633.105991116051,6.005303059612615,633.114127924383,0.024943310657596373,0.009070294784580499,11.82151237126152,11.548918751463852,11.800100890060442,11.526860483604203,5.322909802679497,0.2789101529997424,150000.0,2900.0
0,1,8,known,2,100.0,300.0,150.0,78.33144044943316,62.55007994138188,47.151904120722726,54.32620313710975,35.415929483875495,41.195245916096574,1.0,1.0,12.0,76064.66450608164,3.32025540828274,118.96940648312695,882.0,882.0,5945.220475403204,116.76786531527796,5944.073667678018,5788.308244953164,156.91223045003971,4.436074459445578,156.85551839801246,0.032879818594104306,0.007936507936507936,11.818631200188214,11.540838245363531,11.794642455263054,11.517066999084005,5.151463307088342,0.29816841399951954,150000.0,2900.0
0,2,8,known,2,100.0,300.0,150.0,106.66986602114355,49.97086797730673,94.24103496122746,74.51283548867792,43.71156296367925,60.34452680927314,1.0,1.0,7.0,76173.19673254227,3.2978271301327227,81.58223345025274,882.0,882.0,6464.354850941494,123.36242188662358,6463.177651260802,5770.513152821174,693.84169812032,5.18076954323783,693.8748212880546,0.024943310657596373,0.009070294784580499,11.979745217768414,11.51884421102476,11.956815208240377,11.496762312940156,5.61198218546477,0.29244822800319525,150000.0,2900.0
0,3,8,known,2,100.0,300.0,150.0,96.92576527686145,66.36371377099891,70.64319832104272,60.21509979646322,39.036147022098326,45.847982171161576,1.0,1.0,14.0,76116.42127959787,3.3187242371101138,80.73506105300294,882.0,882.0,5758.34981201515,125.00077729096233,5756.992909776038,5607.148712561263,151.20109945388685,12.17517847981172,150.97943592223965,0.030612244897959183,0.006802721088435374,11.288047686776848,11.563992979154019,11.265628969266618,11.542002739269499,4.979551459773034,0.2986528800029191,150000.0,2900.0
0,4,8,known,2,100.0,300.0,150.0,141.57135524843164,51.6898922744278,131.79758595488644,125.39719652403934,49.92331849399761,115.03094873396212,1.0,1.0,9.0,75916.35983792022,3.3317726493969895,83.93538681388911,882.0,882.0,5920.734696200329,115.3008517477752,5919.611900823958,5903.29797132054,17.436724879789836,-3.0288870491050375,17.499989726926287,0.023809523809523808,0.0045351473922902496,11.960376382381156,11.536948129626033,11.938941836134255,11.513171214428285,5.131976524186946,0.3321019260001776,150000.0,2900.0
0,5,8,known,2,100.0,300.0,150.0,151.6828063157818,55.46482166375612,141.178352765708,99.46934257307576,49.00361546518588,86.5609368206011,1.0,1.0,8.0,76036.21854850714,3.3234556885602364,95.04879571096183,882.0,882.0,5955.005063608074,117.13407690989769,5953.852947094366,6127.420514687002,-172.41545107892762,1.6898024170065185,-172.47995140975672,0.026077097505668934,0.005668934240362812,11.422563337873164,11.545811413541532,11.399779347399814,11.522688581954924,5.157718977311315,0.2842938169997069,150000.0,2900.0
0,6,8,known,2,100.0,300.0,150.0,131.42660373682318,86.75902038239784,98.72094282411723,90.93357404952934,65.90161023663062,62.65694420924514,1.0,1.0,11.0,76070.03153823817,3.3070979796798405,73.84264063859852,882.0,882.0,6156.254516338292,123.34073313509371,6155.018824787241,5789.788086083925,366.46643025436697,9.034517388220792,366.35920698270274,0.032879818594104306,0.012471655328798186,11.345938486828082,11.535023975782558,11.323305940304845,11.511241255111383,5.337010594224309,0.24524412999744527,150000.0,2900.0
0,7,8,known,2,100.0,300.0,150.0,53.34808286181729,29.250295672329337,44.6143267136537,46.360195013899464,25.361464261915796,38.80803798465412,1.0,1.0,10.0,75981.74046607333,3.3272732353709094,80.97956623442784,882.0,882.0,6257.748642995528,120.05551487512957,6256.596898655086,6215.00115727361,42.747485721917656,1.0168196271313121,42.73584662423218,0.023809523809523808,0.005668934240362812,11.566695456143204,11.58564191552969,11.544649309400086,11.562106690063555,5.401296439697037,0.2914095880005334,150000.0,2900.0
0,8,8,known,2,100.0,300.0,150.0,136.70446091227208,77.58000239126673,112.5586640924899,118.95568219869469,40.85176849667842,111.72102460168652,1.0,1.0,8.0,75978.52498806901,3.3269084736812324,105.31042758558533,882.0,882.0,6371.355021813126,123.57959918381306,6370.156426387731,6164.453990981747,206.9010308313791,7.544067728978192,206.79461951878875,0.027210884353741496,0.005668934240362812,11.414623016809772,11.565031028618453,11.392236754133874,11.54197408204863,5.5091551471386255,0.2547990050006774,150000.0,2900.0
0,9,8,known,2,100.0,300.0,150.0,133.32154585069023,81.65386813808671,105.39108314324152,99.69469059562982,67.54403059486596,73.3269068211538,1.0,1.0,6.0,76094.23781043229,3.319649948457075,78.34184384596495,882.0,882.0,6625.694119200877,124.39659975292086,6624.526250773184,5893.5808790472665,732.1132401536106,7.02721941952737,732.1141804549761,0.017006802721088437,0.003401360544217687,11.880307575002439,11.522767058862897,11.858897357300958,11.498962346173242,5.750089440630176,0.22773498099923017,150000.0,2900.0
