condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,compute_time_s,r_max_mm
3,54,8,known,3,180.0,300.0,150.0,1897.9814641012845,113.18800292462032,1894.6034186779016,1622.65868940116,72.79862092278445,1621.024855787483,1.0,1.0,35.0,1075.7210906871283,235.2921478679628,134.48035094551435,0.018365510000876384,150000.0
3,55,8,known,3,180.0,300.0,150.0,1913.0127649718193,104.74108204495082,1910.1432262207925,1533.275719454521,55.4102226846045,1532.2741722977719,1.0,1.0,35.0,1057.6158370862777,238.1176178506382,109.29889026990263,0.013424525001028087,150000.0
3,56,8,known,3,180.0,300.0,150.0,5858.454193786688,377.1416232150986,5846.302227625212,2118.4963963747873,130.50576442374975,2114.4728011741204,1.0,1.0,40.0,2633.6574613399175,95.47544611616304,147.77049600425786,0.0149323750010808,150000.0
3,57,8,known,3,180.0,300.0,150.0,2595.7840085056405,159.57471348399199,2590.8744719939855,1605.9448792372305,118.12448752412794,1601.5946929842908,1.0,1.0,34.0,2497.7639389718165,101.48612855024719,147.76277383410698,0.010320339999452699,150000.0
3,58,8,known,3,180.0,300.0,150.0,2593.1473696855674,221.278979541193,2583.6890087857682,1446.6901648483524,122.4076170864982,1441.5022748328074,1.0,1.0,33.0,2234.2808602116797,113.01275096189595,123.13969421974626,0.012850674000219442,150000.0
3,59,8,known,3,180.0,300.0,150.0,3747.441425755765,254.5178566527251,3738.7882930322894,1614.9705989593108,116.4391463593215,1610.7675067178711,1.0,1.0,40.0,3266.5009738059625,76.84461260495293,87.03600079522768,0.013471714999468531,150000.0
4,0,8,known,3,230.0,300.0,150.0,2862.930055604759,186.29535953148562,2856.8623597055043,1623.9204760878854,121.44649865984273,1619.3728602828842,1.0,1.0,27.0,2527.900109144041,99.69082171154895,111.09464290076559,0.010484587000973988,150000.0
4,1,8,known,3,230.0,300.0,150.0,3084.846012606869,246.77723283834877,3074.959498733137,1163.9378222011565,151.29375784900475,1154.0630194171797,1.0,1.0,92.0,2761.9800679178243,91.80580309252576,183.67238088669586,0.042611182001564885,150000.0
4,2,8,known,3,230.0,300.0,150.0,3488.1015295561742,265.68310146137617,3477.9684831938866,2657.873746488022,155.57484097594119,2653.316664313851,1.0,1.0,38.0,2758.394270698806,91.34883715410842,160.26466339753364,0.01921305200085044,150000.0
4,3,8,known,3,230.0,300.0,150.0,2029.4052583359698,194.1121067413447,2020.1005402152937,1497.8761716594483,115.19800816412155,1493.4398027842246,1.0,1.0,39.0,1225.7417561500981,205.26680629211202,168.0686099941806,0.026278309000190347,150000.0
4,4,8,known,3,230.0,300.0,150.0,2404.5463275589655,162.02177380547977,2399.0814880262474,1503.238132191967,139.82573088752423,1496.720964995735,1.0,1.0,61.0,961.3649894573284,263.22605389675346,147.67273271385218,0.02605489399866201,150000.0
4,5,8,known,3,230.0,300.0,150.0,2703.2539046329694,306.9918841696424,2685.765748528223,762.8258093596728,187.51195838124391,739.4203681866429,1.0,1.0,108.0,2583.6180074456256,97.71361790156406,166.04743882682408,0.09273027800009004,150000.0
4,6,8,known,3,230.0,300.0,150.0,2405.3224350208293,157.1972756041534,2400.1802084337673,2039.787395452101,139.87429967538947,2034.985945635887,1.0,1.0,31.0,1825.9522658025967,137.97771946050997,197.90618551049167,0.015437652000400703,150000.0
4,7,8,known,3,230.0,300.0,150.0,4293.626995519769,227.05292736307277,4287.619356336565,1372.4309873409925,87.32674847193766,1369.6499019877635,1.0,1.0,79.0,3437.1644247206686,73.50314448108611,220.57102647800716,0.03297305399973993,150000.0
4,8,8,known,3,230.0,300.0,150.0,3233.3602326685445,169.59018589608985,3228.9096554487423,1768.0595703431245,126.19087271036256,1763.5505402246092,1.0,1.0,51.0,2876.530637087734,87.40092932698117,194.20243678873314,0.023941676001413725,150000.0
4,9,8,known,3,230.0,300.0,150.0,3782.1838219882843,235.62839232312703,3774.836913568734,1664.902167630915,111.61813480197091,1661.1564103856836,1.0,1.0,44.0,1543.0551487189648,163.59468110922623,157.2788106380295,0.02097058199797175,150000.0
4,10,8,known,3,230.0,300.0,150.0,3884.1253902264943,167.78102031822434,3880.4999131842656,1883.5324826622102,77.2649870121008,1881.9470595704038,1.0,1.0,38.0,3222.2181553783103,78.5282112166811,141.36797267662766,0.012947463997988962,150000.0
4,11,8,known,3,230.0,300.0,150.0,1278.4058346338136,120.42029831510646,1272.7216623360657,1245.1507687394378,67.92989238884331,1243.2964114049607,1.0,1.0,64.0,1278.3213985108023,197.92310855669393,204.49818387895255,0.029973808999784524,150000.0
4,12,8,known,3,230.0,300.0,150.0,7226.708875718525,585.2765664485089,7202.969701113226,1649.4639672215949,179.7570341509089,1639.6398347916752,1.0,1.0,43.0,5274.307687696732,47.67564916023049,188.58873991806416,0.016450882001663558,150000.0
4,13,8,known,3,230.0,300.0,150.0,2149.563434321227,233.91794723644102,2136.7979202843576,1895.5123243249932,187.45831651360746,1886.2201226892428,1.0,1.0,42.0,1474.3866652790869,170.32689024777096,198.89833207973058,0.018695471000683028,150000.0
4,14,8,known,3,230.0,300.0,150.0,1752.2434494462498,184.32300661956702,1742.5217747156032,458.858743382096,154.0837087173513,432.2147117881374,1.0,1.0,58.0,0.027469325018360424,9217281.385133913,174.76675501390594,0.023973975999979302,150000.0
4,15,8,known,3,230.0,300.0,150.0,3455.677542631284,215.93790565790417,3448.9241945201215,1977.4233494864097,108.62266564201349,1974.4376970679211,1.0,1.0,35.0,1548.1183541572746,162.86957667505845,224.03908353170044,0.010789744002977386,150000.0
4,16,8,known,3,230.0,300.0,150.0,3697.232450089553,304.60421432379957,3684.6633581117526,2578.669483294439,148.41994455521825,2574.394651977865,1.0,1.0,33.0,2004.8123723512924,125.8774799087587,181.26342479615343,0.012244269000802888,150000.0
4,17,8,known,3,230.0,300.0,150.0,2420.503679451807,261.413352083782,2406.3460103634425,1743.6529234473162,212.21118297728395,1730.6911715455633,1.0,1.0,79.0,2023.574383375235,124.51606367823877,183.28527994416064,0.03121690600164584,150000.0
4,18,8,known,3,230.0,300.0,150.0,3466.227192818,266.9957853399166,3455.928848058315,2449.4400061758415,149.48581580766577,2444.874298348899,1.0,1.0,40.0,2850.961753750599,88.22466187258617,195.85694627436243,0.010943072000372922,150000.0
4,19,8,known,3,230.0,300.0,150.0,5722.9458144098035,313.03970310015745,5714.3779135574905,2528.1364517075945,131.38958408182225,2524.7199241990133,1.0,1.0,48.0,2618.0447291941996,96.38852840270953,174.1278322117837,0.011861578997923061,150000.0
4,20,8,known,3,230.0,300.0,150.0,2083.161568990936,116.09213975253569,2079.924214390624,1630.036074783173,108.9652582941608,1626.3899217529051,1.0,1.0,64.0,1051.3521632558927,238.9931032925223,193.71694470008566,0.019697288000315893,150000.0
4,21,8,known,3,230.0,300.0,150.0,2649.2327976720635,127.26951659477255,2646.1740090944663,2180.707897626088,136.52229788252563,2176.4302416915802,1.0,1.0,39.0,1420.5759853309773,177.27694733677984,202.9621909753773,0.01005813400115585,150000.0
4,22,8,known,3,230.0,300.0,150.0,1784.4850092564634,180.38546473249647,1775.344426406967,445.8543587978944,124.31321287116262,428.17325274324475,1.0,1.0,135.0,0.042236858913058194,5961278.723675402,166.89305760966496,0.05636223000328755,150000.0
4,23,8,known,3,230.0,300.0,150.0,4077.1485224186645,165.28741086484348,4073.796772750243,1614.374236422476,114.91134759591573,1610.2793414244447,1.0,1.0,50.0,3400.655485034135,74.4395301337894,205.5808552679068,0.013298574998771073,150000.0
4,24,8,known,3,230.0,300.0,150.0,2341.8059078874608,165.9534285394492,2335.9183140196956,1935.3580362791145,100.9206535526459,1932.7249546370163,1.0,1.0,30.0,2002.6770304420045,125.95044488934046,160.8691031056547,0.00805439000032493,150000.0
4,25,8,known,3,230.0,300.0,150.0,3251.888871712516,175.36513810665625,3247.15695683232,1168.6162927824464,125.27701532962473,1161.8819686984946,1.0,1.0,37.0,2909.0694939951136,87.04186887385413,182.45622083997014,0.018673669001145754,150000.0
4,26,8,known,3,230.0,300.0,150.0,1904.4215770769263,101.38033874377474,1901.7212125210058,1748.108965417347,85.87710907672505,1745.9983038677703,1.0,1.0,31.0,1797.3632990697765,140.5528092281489,131.20525726056465,0.008885756000381662,150000.0
4,27,8,known,3,230.0,300.0,150.0,2313.4965473763846,224.00113791081122,2302.626709854881,1711.838173512993,213.40664744692012,1698.4838931004808,1.0,1.0,146.0,1479.5028963376842,171.0681109392549,143.95300126212427,0.05124938099834253,150000.0
4,28,8,known,3,230.0,300.0,150.0,1710.5577361988408,100.70412883031037,1707.5908313487253,419.4886931929498,86.58640134842238,410.4553067244456,1.0,1.0,58.0,0.05141359047861931,4929800.567978154,237.31201528070068,0.017048549998435192,150000.0
4,29,8,known,3,230.0,300.0,150.0,1915.6976565427437,144.06645142639104,1910.2728519394207,1822.5270679235343,111.84257262990165,1819.0921230826877,1.0,1.0,38.0,1386.197609126969,182.40578220433812,158.2398552616605,0.00830793700151844,150000.0
4,30,8,known,3,230.0,300.0,150.0,2696.3508025891874,217.96542490642827,2687.5265066913694,1794.1489835270513,142.5934750035727,1788.4735603238748,1.0,1.0,41.0,2417.0049120717267,104.45274946916955,153.31176452822862,0.009425257998373127,150000.0
4,31,8,known,3,230.0,300.0,150.0,2390.263038245092,166.55513374103498,2384.4531405387615,2196.3747711680494,130.6029832576499,2192.488311528183,1.0,1.0,41.0,1424.4327682585613,176.71365565210718,187.91792815956703,0.009673131000454305,150000.0
4,32,8,known,3,230.0,300.0,150.0,2260.955301993609,168.49861690635157,2254.6678455403703,1952.2689744585828,116.50315026135479,1948.7896665912276,1.0,1.0,83.0,1701.5021279132952,148.12070469236411,216.91479659428754,0.024291211000672774,150000.0
4,33,8,known,3,230.0,300.0,150.0,1802.570728607282,232.2231307284914,1787.5496214613024,466.47071724512375,153.77095733614382,440.39689227684846,1.0,1.0,158.0,0.033449319206975456,7540342.617895658,151.89814703912546,0.0503681019981741,150000.0
4,34,8,known,3,230.0,300.0,150.0,4245.807554836433,269.2787254388753,4237.259817468377,1466.0816831343632,115.52923470814068,1461.5226640561682,1.0,1.0,33.0,3402.9087246917675,74.31542796425992,101.54076558460315,0.008987958000943763,150000.0
4,35,8,known,3,230.0,300.0,150.0,2485.8597869066693,152.74675676536776,2481.1624913450014,2011.3585617352749,106.61109823344592,2008.5311393153086,1.0,1.0,62.0,1336.0215169028127,188.67512195199618,119.59229000727545,0.01951739899959648,150000.0
4,36,8,known,3,230.0,300.0,150.0,3074.7923256169533,216.77838826796136,3067.141173153407,1068.686668290349,131.41288396983302,1060.5761872247829,1.0,1.0,82.0,2827.529244179533,89.21708821617119,172.2293572316855,0.026384673998109065,150000.0
4,37,8,known,3,230.0,300.0,150.0,2800.3360715342374,198.48647098119406,2793.292901643728,1454.6021693393782,161.60921278251132,1445.5967395475966,1.0,1.0,44.0,1085.0359631249225,231.6290917332604,264.1576151025328,0.011472596997919027,150000.0
4,38,8,known,3,230.0,300.0,150.0,1461.140595047183,75.12538220604932,1459.2080096556597,1180.6144175967904,64.23037603175602,1178.8659219064007,1.0,1.0,71.0,1623.324894951994,155.48252554694005,215.38894834234748,0.020412028999999166,150000.0
4,39,8,known,3,230.0,300.0,150.0,2634.848991439822,202.75896460236856,2627.035974242611,969.7634609606401,159.27071401600014,956.5950082826026,1.0,1.0,70.0,2556.2569934790085,98.87936664183401,159.52638297006837,0.022272633999818936,150000.0
4,40,8,known,3,230.0,300.0,150.0,3484.688015490643,142.93797269665092,3481.755204098285,1216.6218750718645,111.3828552802216,1211.5125449012091,1.0,1.0,48.0,3056.1964970906315,82.77304759929088,148.95377021859994,0.012172093000117457,150000.0
4,41,8,known,3,230.0,300.0,150.0,1939.5692137628207,217.9403853723786,1927.2858437191576,1302.7822607797802,173.94833852654378,1291.1171885333765,1.0,1.0,58.0,1062.9017651379963,237.46337606195968,148.7632349443086,0.017584346001967788,150000.0
4,42,8,known,3,230.0,300.0,150.0,2352.605128347314,89.8293471524993,2350.889529160449,1722.2913634099352,88.65752998047387,1720.0079601136194,1.0,1.0,50.0,2220.683858835543,113.57923049084418,201.54012431479933,0.016946816998824943,150000.0
4,43,8,known,3,230.0,300.0,150.0,3250.707748688029,259.61992564823225,3240.3238050520195,2589.0720794724057,151.96864468495846,2584.60824183012,1.0,1.0,71.0,2015.2315628714734,124.3031154237792,185.14692376927277,0.01946667999800411,150000.0
4,44,8,known,3,230.0,300.0,150.0,2606.0914621948796,274.16057489171135,2591.630507711331,1835.9128589455865,172.71424823675076,1827.7707225190395,1.0,1.0,35.0,1489.5167016519417,170.5193769240136,177.42950540294024,0.011214723999728449,150000.0
