condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,compute_time_s,r_max_mm,known_z_max_mm,height_pattern,unknown_z_std_mm
0,67,8,known,3,100.0,300.0,150.0,2590.0988921083685,55.843192981626075,2589.4968253887887,810.1358056425157,36.675806776591,809.3052012568152,1.0,1.0,63.0,1471.5307548940891,171.75207753761214,74.95346598427481,0.040324100002180785,150000.0,1500.0,,0.0
0,68,8,known,3,100.0,300.0,150.0,4213.083850294167,175.51330809291937,4209.4263989636165,978.5846990926586,51.5085487199667,977.2281630750477,1.0,1.0,104.0,2480.220393848782,101.55027824620423,99.34120968356618,0.092893399996683,150000.0,1500.0,,0.0
0,69,8,known,3,100.0,300.0,150.0,2209.377476182707,86.54535531231186,2207.6817555384505,1342.8715477923522,42.52254194924558,1342.1981326527027,1.0,1.0,36.0,1322.1572560235086,190.78327277565856,77.00362047208036,0.030241500004194677,150000.0,1500.0,,0.0
0,70,8,known,3,100.0,300.0,150.0,1611.1877021284718,61.27292914042417,1610.0221860721604,549.0306887927314,47.572123808647206,546.9658035677878,1.0,1.0,92.0,1014.3828042164625,249.57910604215095,102.49318476960428,0.13050220004515722,150000.0,1500.0,,0.0
0,71,8,known,3,100.0,300.0,150.0,2435.848814612494,121.66215658019358,2432.8086170731453,1705.4923925358646,58.73110246917193,1704.4808472377927,1.0,1.0,42.0,1410.8652532748972,178.96489312311917,61.25639623251275,0.10564740002155304,150000.0,1500.0,,0.0
0,72,8,known,3,100.0,300.0,150.0,90.68531415070147,63.30620853246776,64.93188865153334,54.88825817915561,40.848229993931916,36.662555725214844,1.0,1.0,90.0,0.05089842843774725,4957398.985686643,85.01324450849214,0.2786532000172883,150000.0,1500.0,,0.0
0,73,8,known,3,100.0,300.0,150.0,2991.3599713628782,132.8410125766763,2988.40889833532,1280.9380911835362,76.40887086526784,1278.6571385238562,1.0,1.0,39.0,1760.626287362589,143.60775208220707,64.74797923780731,0.026939600007608533,150000.0,1500.0,,0.0
0,74,8,known,3,100.0,300.0,150.0,2851.6856677406527,76.37514092291022,2850.662727410322,1037.7541759475546,30.79177933943731,1037.2972553813586,1.0,1.0,58.0,1663.0365082590818,151.6576323420083,70.05599141957723,0.05768890003673732,150000.0,1500.0,,0.0
0,75,8,known,3,100.0,300.0,150.0,645.2925646151856,80.66083339704856,640.2314611945721,545.5766528486698,56.43079999805587,542.650392928207,1.0,1.0,69.0,371.99334474750555,681.9061986128172,82.68251152406086,0.059273699996992946,150000.0,1500.0,,0.0
0,76,8,known,3,100.0,300.0,150.0,4120.032079889109,194.15313374506238,4115.454883724562,1397.3689368342123,56.59462215128833,1396.2224014721758,1.0,1.0,28.0,2392.1998954302576,105.45876006085655,81.551368552079,0.023308200004976243,150000.0,1500.0,,0.0
0,77,8,known,3,100.0,300.0,150.0,3242.9746597786752,127.64153602593643,3240.4617390500935,1878.4594883379384,54.07314824446202,1877.6810549094225,1.0,1.0,34.0,1874.8749818037313,134.6885376857152,68.07861795533312,0.027156000025570393,150000.0,1500.0,,0.0
0,78,8,known,3,100.0,300.0,150.0,3424.1360036800284,172.62664995837423,3419.7817783335217,1255.7336423868958,68.31161251166029,1253.8741979235067,1.0,1.0,69.0,2009.397903609121,125.76018118830515,79.9701019564313,0.06985009997151792,150000.0,1500.0,,0.0
0,79,8,known,3,100.0,300.0,150.0,1381.9918629043732,97.93541907959938,1378.5173784989447,1261.348201900699,64.48992054704586,1259.6985101943887,1.0,1.0,41.0,789.6338990739922,319.92683247688257,69.65555456851305,0.03171619999920949,150000.0,1500.0,,0.0
0,80,8,known,3,100.0,300.0,150.0,2658.8486659295627,111.3130124532258,2656.5175778778507,1070.0606348293807,38.63680749267076,1069.3628754161198,1.0,1.0,38.0,1564.16980915698,162.06149520481503,66.50355349789146,0.028876900032628328,150000.0,1500.0,,0.0
0,81,8,known,3,100.0,300.0,150.0,1062.5270663253878,82.01199720032028,1059.3572574864675,625.3968202191865,71.1361017806714,621.3379416740293,1.0,1.0,322.0,570.716955818642,441.48637430767536,78.30805112544344,0.6368495000060648,150000.0,1500.0,,0.0
0,82,8,known,3,100.0,300.0,150.0,2833.047295952575,171.55973221547686,2827.8479873193946,1334.3671367360291,65.42151574113785,1332.7624247701617,1.0,1.0,51.0,1668.6421974431505,151.88082630895912,74.16948745764614,0.050978299987036735,150000.0,1500.0,,0.0
0,83,8,known,3,100.0,300.0,150.0,5382.996922899948,333.36362589611474,5372.664568431544,1757.5402841547314,93.78041031604967,1755.0364910928909,1.0,1.0,41.0,3108.810160949524,81.14589094002957,102.45075823160478,0.04290319996653125,150000.0,1500.0,,0.0
